76,0.0412,0.0141,0.5233,3.643,0.5006,4.0109,0.4476,4.301,0.4207,4.6672,0.3856,5.0425,0.3438,5.4331,0.3029,5.9321,0.2659,6.9007,0.2932,9.5645,0.4332,17.9955,0.5777,39.5941,0.8142,81.5821
77,0.0402,0.0142,0.6987,3.7568,0.631,4.1124,0.567,4.4413,0.5229,4.8372,0.4836,5.2325,0.4365,5.6201,0.4019,6.1492,0.3714,7.1068,0.4187,9.207,0.6097,15.0504,0.7589,30.705,0.8115,66.192
78,0.0346,0.0141,0.6592,2.5605,0.5778,2.841,0.5027,3.0622,0.4473,3.3094,0.4052,3.6109,0.3564,4.0155,0.3281,4.7552,0.4086,6.4916,0.6888,11.5555,0.8112,25.6597,0.8192,53.3585,0.8228,101.6928
79,0.0439,0.0141,0.635,3.8714,0.578,4.2022,0.5306,4.5204,0.4776,4.9018,0.4429,5.2808,0.4021,5.6858,0.3714,6.1968,0.3516,7.0419,0.4106,9.6002,0.6256,19.0523,0.8077,43.0586,0.8249,92.5369
80,0.0409,0.0141,0.4977,3.5582,0.4772,3.894,0.4306,4.1917,0.4163,4.5534,0.3893,4.9303,0.3588,5.3271,0.3361,5.8829,0.3073,6.8182,0.3164,9.7963,0.5789,20.0851,0.7793,46.0213,0.8389,97.2213
81,0.0412,0.0141,0.6256,3.914,0.5782,4.2708,0.5121,4.5828,0.4804,4.9673,0.4506,5.3359,0.4178,5.7552,0.4077,6.4421,0.466,7.9836,0.6518,12.2636,0.7942,24.6599,0.8185,52.7591,0.8071,107.6418
82,0.136,0.0175,0.5185,3.1982,0.4236,3.4911,0.3503,3.7211,0.3136,4.0046,0.2844,4.2962,0.2639,4.6201,0.2773,5.0801,0.2912,5.9599,0.3903,7.6761,0.55,11.5005,0.6618,20.8144,0.7984,45.6952
83,0.0431,0.0141,0.5927,3.7916,0.5606,4.1688,0.5094,4.5028,0.4726,4.9254,0.4421,5.3493,0.4103,5.7796,0.4057,6.3553,0.4637,7.4794,0.6247,11.2483,0.7662,22.8565,0.8224,49.7312,0.8267,105.5994
84,0.0443,0.0141,0.4651,3.9054,0.4731,4.311,0.438,4.6492,0.4101,5.0517,0.3921,5.4665,0.3434,5.872,0.2986,6.3835,0.2242,7.0769,0.1771,8.5773,0.3273,13.7489,0.6862,31.3158,0.8323,78.9337
85,0.1608,0.014,0.7178,2.6348,0.635,2.9205,0.565,3.1604,0.499,3.4281,0.4397,3.6914,0.3922,3.982,0.3442,4.3508,0.2991,4.9969,0.2234,6.4282,0.4848,11.2574,0.7767,24.8697,0.8659,59.3931
86,0.0417,0.0141,0.4233,3.6652,0.4437,4.0592,0.4019,4.3786,0.388,4.803,0.3702,5.1984,0.3335,5.6164,0.2935,6.0953,0.2271,6.6059,0.2074,7.5339,0.4666,11.2019,0.727,25.0308,0.8409,67.0487
